post_id,text,comment_time,from_id,clean_text,keyword_i,mood
268293,Ого! А сколько тогда удалось мошенникам похитить?,1707840506,27965624,ого а сколько тогда удалось мошенникам похитить,0,0.0022199898958206177
260102,"Очевидно, российский рынок капитала должен получить деньги от ЦБРФ, Минфина, ФНБ, Фондов Правительства, ВЭБ, Экспортёров, гос. Корпораций, предприятий топ 500 России.  Без основных денег страны рынок капитала не оживет. Ддя начала логично чтобы ЦБРФ дал указание об оформлении финансирования банками не через кулуарные кредиты, а через публичные размещения облигаций через национальные биржи. От Минфина логично указание о том, что все предприятия с годовым оборотом более 1 млрд рублей должны становиться ПАО и работать через национальные биржи.",1670910489,710313517,очевидно российский рынок капитала должен получить деньги от цбрф минфина фнб фондов правительства вэб экспортёров гос корпораций предприятий топ 500 россии  без основных денег страны рынок капитала не оживет ддя начала логично чтобы цбрф дал указание об оформлении финансирования банками не через кулуарные кредиты а через публичные размещения облигаций через национальные биржи от минфина логично указание о том что все предприятия с годовым оборотом более 1 млрд рублей должны становиться пао и работать через национальные биржи,0,-0.20041397772729397
260102,"Единственная ""мощная мера"" - увеличение количества денег в экономике, которое даст населению и предприятиям возможность сберегать и инвестировать часть доходов. Но, руководство ЦБ, видимо это себе представить не может",1670931208,51377480,единственная мощная мера  увеличение количества денег в экономике которое даст населению и предприятиям возможность сберегать и инвестировать часть доходов но руководство цб видимо это себе представить не может,0,-0.23708799481391907
260102,"Бизнес через биржу может привлечь капитал. Только есть очень такая небольшая проблемка. Весь бизнес ведет свою деятельность через ООО. Чтобы привлечь капитал, надо быть АО. Даже если предприниматель зарегистрирует АО, то провести листинг на бирже он сможет только через три года, согласно правилам биржи.Отмените правило,  что АО может провести листинг только через три года после регистрации и получите в месяц от 20 до 50 новых размещений. Банк России вообще в курсе, что есть такое правило на Московской бирже? Надеяться, что бизнес начнёт привлекать долевой долгосрочный капитал с биржи сразу с 23 года бессмысленно. В лучшем случае через три года, то есть с 26 года.
Но ещё есть и сам предприниматель. Для него процесс привлечения капитала с биржи - это вообще тёмный лес. Все говорят от финграмотности населения, а о финграмотности предпринимателя вообще никто не вспоминает. Этому ещё научиться нужно, а сколько это времени займёт? Ещё год, может два. Вот и получается,  что реально в текущих условиях мы увидим какие-то массовые размещения лет через 5.",1671136050,571261965,бизнес через биржу может привлечь капитал только есть очень такая небольшая проблемка весь бизнес ведет свою деятельность через ооо чтобы привлечь капитал надо быть ао даже если предприниматель зарегистрирует ао то провести листинг на бирже он сможет только через три года согласно правилам биржиотмените правило  что ао может провести листинг только через три года после регистрации и получите в месяц от 20 до 50 новых размещений банк россии вообще в курсе что есть такое правило на московской бирже надеяться что бизнес начнёт привлекать долевой долгосрочный капитал с биржи сразу с 23 года бессмысленно в лучшем случае через три года то есть с 26 года но ещё есть и сам предприниматель для него процесс привлечения капитала с биржи  это вообще тёмный лес все говорят от финграмотности населения а о финграмотности предпринимателя вообще никто не вспоминает этому ещё научиться нужно а сколько это времени займёт ещё год может два вот и получается  что реально в текущих условиях мы увидим какието массовые размещения лет через 5,0,-0.15438734740018845
260102,"Ограбленный директорами через накладные расходы народ не сможет создать внутренний рынок. А без внутреннего рынка не будет малого бизнеса, и крупный бизнес так и останется способом продажи ресурсов за рубеж.",1671345793,170408811,ограбленный директорами через накладные расходы народ не сможет создать внутренний рынок а без внутреннего рынка не будет малого бизнеса и крупный бизнес так и останется способом продажи ресурсов за рубеж,0,-0.1832666527479887
190472,"какой бред, банки тогда новые кредиты выдать не смогут.",1486463473,2872303,какой бред банки тогда новые кредиты выдать не смогут,0,-0.7530155181884766
190472,"[id2872303|Павел], деньги все вкладываются во что то,их о сути нет на руках, от телефона до ипотеки",1486463771,411851234,id2872303павел деньги все вкладываются во что тоих о сути нет на руках от телефона до ипотеки,0,-0.2621142715215683
190472,"[id411851234|Андрей], они возвращаются в банковскую систему и за счёт этого банки снова могут выдавать кредиты с изначальной занятой расписки у ЦБ. т.е. банк взял у ЦБ 1000 рублей, а за счет возврата этой тысячи в банковскую систему, её еще раз 9 могут выдать. и в итоге банк с взятой у ЦБ 1000 рублевой бумажки получает % как с 9 тысяч.
Это и есть финансовая система порабощения общества.",1486463927,2872303,id411851234андрей они возвращаются в банковскую систему и за счёт этого банки снова могут выдавать кредиты с изначальной занятой расписки у цб те банк взял у цб 1000 рублей а за счет возврата этой тысячи в банковскую систему её еще раз 9 могут выдать и в итоге банк с взятой у цб 1000 рублевой бумажки получает  как с 9 тысяч это и есть финансовая система порабощения общества,0,-0.12293914332985878
190472,"Павел, ну какая разница от этого простому потребителю?он же берет на заранее известных условиях и на материальные ВЕЩИ,тоесть отдавать будет погашением этого кредита! вопрос,как ЦБ может запретить тратить кредитные деньги?",1486464114,411851234,павел ну какая разница от этого простому потребителюон же берет на заранее известных условиях и на материальные вещитоесть отдавать будет погашением этого кредита вопроскак цб может запретить тратить кредитные деньги,0,-0.4239142294973135
190472,"[id411851234|Андрей], да не будет ЦБ ничего запрещать, кредит - это инструмент их финансового господства. Они ж не дебилы конченные, чтобы власть свою отдавать.",1486464244,2872303,id411851234андрей да не будет цб ничего запрещать кредит  это инструмент их финансового господства они ж не дебилы конченные чтобы власть свою отдавать,0,-0.49012545496225357
190472,"""По словам Набиуллиной, на смену изжившей себя потребительской модели поведения населения должна прийти ""сберегательно-инвестиционная """".
Вопрос: во что инвестировать? Помню, была реклама, которая предлагала вкладывать деньги в свою будущую пенсию: я кладу рубль и государство добавляет тоже рубль. Потом что-то там заморозили, изъяли, запретили, отменили... Короче, идея инвестирования в пенсию окончилась ничем. Были какие-то ""народные"" IPO, но сразу же после них акции компаний падали, и я даже не знаю, восстановились ли они до уровня предпродажи. Если порыться в памяти, можно и еще пяток таких же ""успешных"" историй вспомнить.
Мало одних призывов инвестировать, надо создавать удобные и (со всеми оговорками) надежные инструменты для инвестиций.",1486464432,5351772,по словам набиуллиной на смену изжившей себя потребительской модели поведения населения должна прийти сберегательноинвестиционная  вопрос во что инвестировать помню была реклама которая предлагала вкладывать деньги в свою будущую пенсию я кладу рубль и государство добавляет тоже рубль потом чтото там заморозили изъяли запретили отменили короче идея инвестирования в пенсию окончилась ничем были какието народные ipo но сразу же после них акции компаний падали и я даже не знаю восстановились ли они до уровня предпродажи если порыться в памяти можно и еще пяток таких же успешных историй вспомнить мало одних призывов инвестировать надо создавать удобные и со всеми оговорками надежные инструменты для инвестиций,0,-0.2539638914167881
190472,"МВФ ""плохого не посоветует"".",1486464473,214510774,мвф плохого не посоветует,0,-0.13600475573912263
190472,"Вот еще вспомнилось: в свое время какая-то дочерняя структура Сбербанка предлагала пенсионерам вкладывать деньги в акции каких-то компаний. Потом выяснилось, что это был обычный обман, компании благополучно разорились, пенсионеры не получили ничего, виновных не нашли, но бьюсь об заклад, что кто-то из организаторов этого дельца весьма неплохо заработал.",1486464920,5351772,вот еще вспомнилось в свое время какаято дочерняя структура сбербанка предлагала пенсионерам вкладывать деньги в акции какихто компаний потом выяснилось что это был обычный обман компании благополучно разорились пенсионеры не получили ничего виновных не нашли но бьюсь об заклад что ктото из организаторов этого дельца весьма неплохо заработал,0,-0.38843950629234314
190472,лучше бы они микрофинансовые организации прикрыли полностью,1486468402,922080,лучше бы они микрофинансовые организации прикрыли полностью,0,0.22557564824819565
190472,Обьебулина,1486469354,367902292,обьебулина,0,-0.006932842778041959
190472,Я чет нифига в финансах не понимаю. Это теперь кредитов не будет?)),1486470850,1261203,я чет нифига в финансах не понимаю это теперь кредитов не будет,0,-0.004522666335105896
190472,Друзья ! Инвестируйте в натуральное  сельское хозяйство! Кто с красноярского края пишите расскажу! Ищу инвесторов!,1486472458,187908677,друзья  инвестируйте в натуральное  сельское хозяйство кто с красноярского края пишите расскажу ищу инвесторов,0,0.014143355190753937
190472,"Кредиты будут, никуда не денутся, ужесточение требований понятно, в статье вроде все расписано обо всем, надо почитать только, больше забавит во это: ""10% «съедает» ключевая ставка, еще 10% - это операционные расходы банка, и около 10% составляет, собственно, прибыль банка - это если очень упрощенно разложить годовую ставку в 30% на составляющие."" Мы делили апельсин)))) и не забываем ""ложить"" денюжку под 7-9% годовых))))",1486472831,180343894,кредиты будут никуда не денутся ужесточение требований понятно в статье вроде все расписано обо всем надо почитать только больше забавит во это 10 «съедает» ключевая ставка еще 10  это операционные расходы банка и около 10 составляет собственно прибыль банка  это если очень упрощенно разложить годовую ставку в 30 на составляющие мы делили апельсин и не забываем ложить денюжку под 79 годовых,0,-0.06491656601428986
190472,"[id187908677|Евгений], А что не так с ненатуральным сельским хозяйством?))))",1486472942,180343894,id187908677евгений а что не так с ненатуральным сельским хозяйством,0,-0.07645615004003048
190472,"[id180343894|Николай], все так",1486477044,187908677,id180343894николай все так,0,-0.021279213950037956
190472,"[id2872303|Pavel], аплодирую стоя! Бгггг.... ПТУ закончил? Не заморачивайся, а то произойдет вынос мозга:)))",1486482973,269526292,id2872303pavel аплодирую стоя бгггг пту закончил не заморачивайся а то произойдет вынос мозга,0,-0.26132412999868393
190472,"[id269526292|Izet], себе поаплодируй, дура! И иди почитай, что такое денежный мультипликатор и что такое эмиссия денег.",1486522502,2872303,id269526292izet себе поаплодируй дура и иди почитай что такое денежный мультипликатор и что такое эмиссия денег,0,-0.09520049393177032
